text,priority,sentiment
Bus overcrowding causing problems in Block C,High,Frustrated
Urgent: library seating is insufficient,Low,Frustrated
Classroom fan makes noise,Low,Calm
Urgent: classroom fan makes noise,Low,Calm
Sports equipment is damaged,Low,Frustrated
Ragging happening and no action taken multiple times reported,High,Angry
Faculty is not responding to doubts multiple times reported,Medium,Frustrated
Canteen food could be better in Block C,Low,Calm
Library seating is insufficient,Low,Frustrated
Urgent: safety issue reported multiple times ignored,High,Angry
Bus did not come and students are stranded multiple times reported,High,Angry
Urgent: hostel bathroom is filthy and unacceptable,High,Angry
Urgent: exam results are delayed please update,Medium,Calm
Bus overcrowding causing problems multiple times reported,High,Frustrated
Urgent: hostel bathroom is filthy and unacceptable,High,Angry
Ragging happening and no action taken multiple times reported,High,Angry
Exam hall arrangements very poor multiple times reported,High,Frustrated
Fees portal keeps failing multiple times reported,Medium,Frustrated
Classroom is too warm since yesterday,Low,Frustrated
Canteen prices are high and irritating multiple times reported,Low,Frustrated
Ragging happening and no action taken since yesterday,High,Angry
WiFi is slow and affecting studies since yesterday,Medium,Frustrated
Bus did not come and students are stranded since yesterday,High,Angry
Bus overcrowding causing problems since yesterday,High,Frustrated
Urgent: bus is late again and it's annoying,Medium,Frustrated
Urgent: internal marks not showing in portal,Medium,Calm
Classroom is too warm since yesterday,Low,Frustrated
Parking space is poorly managed in Block C,Low,Frustrated
Bus overcrowding causing problems multiple times reported,High,Frustrated
Library seating is insufficient in Block C,Low,Frustrated
Urgent: library closes slightly early,Low,Calm
Canteen food could be better in Block C,Low,Calm
Exam timetable is confusing,Medium,Frustrated
Water leakage in lab,Medium,Calm
Faculty is not responding to doubts multiple times reported,Medium,Frustrated
Faculty missing classes frequently,High,Frustrated
WiFi completely down and nobody responds,High,Angry
Exam timetable is confusing,Medium,Frustrated
Bus timing is manageable multiple times reported,Low,Calm
Exam hall arrangements very poor since yesterday,High,Frustrated
Bonafide certificate request pending in Block C,Medium,Calm
Urgent: bus did not come and students are stranded,High,Angry
Bus overcrowding causing problems multiple times reported,High,Frustrated
IT issues disrupting submissions multiple times reported,High,Frustrated
Bus did not come and students are stranded since yesterday,High,Angry
Bus timing is manageable multiple times reported,Low,Calm
Exam hall arrangements very poor since yesterday,High,Frustrated
WiFi completely down and nobody responds multiple times reported,High,Angry
Bonafide certificate request pending in Block C,Medium,Calm
Faculty missing classes frequently in Block C,High,Frustrated
Classroom is too warm in Block C,Low,Frustrated
Bus timing is manageable,Low,Calm
Urgent: bonafide certificate request pending,Medium,Calm
Urgent: classroom is too warm,Low,Frustrated
Faculty is not responding to doubts,Medium,Frustrated
Water leakage in lab since yesterday,Medium,Calm
Parking space is poorly managed in Block C,Low,Frustrated
Faculty is not responding to doubts in Block C,Medium,Frustrated
Parking space is poorly managed multiple times reported,Low,Frustrated
Hostel bathroom is filthy and unacceptable in Block C,High,Angry
Exam hall arrangements very poor multiple times reported,High,Frustrated
Classroom fan makes noise,Low,Calm
Urgent: ragging happening and no action taken,High,Angry
Classroom fan makes noise multiple times reported,Low,Calm
IT issues disrupting submissions multiple times reported,High,Frustrated
Bus did not come and students are stranded multiple times reported,High,Angry
Parking space is poorly managed since yesterday,Low,Frustrated
Faculty is not responding to doubts multiple times reported,Medium,Frustrated
Water leakage in lab multiple times reported,Medium,Calm
WiFi completely down and nobody responds in Block C,High,Angry
Projector not working in seminar hall multiple times reported,Medium,Calm
IT issues disrupting submissions,High,Frustrated
Water leakage in lab in Block C,Medium,Calm
Bonafide certificate request pending,Medium,Calm
Hostel bathroom is filthy and unacceptable in Block C,High,Angry
WiFi completely down and nobody responds since yesterday,High,Angry
WiFi is a bit slow but okay since yesterday,Low,Calm
Canteen prices are high and irritating in Block C,Low,Frustrated
Urgent: bus is late again and it's annoying,Medium,Frustrated
Bus overcrowding causing problems since yesterday,High,Frustrated
Bonafide certificate request pending multiple times reported,Medium,Calm
Urgent: bus timing is manageable,Low,Calm
Exam hall arrangements very poor,High,Frustrated
WiFi completely down and nobody responds multiple times reported,High,Angry
Library seating is insufficient multiple times reported,Low,Frustrated
Bus did not come and students are stranded since yesterday,High,Angry
WiFi is slow and affecting studies multiple times reported,Medium,Frustrated
Faculty is not responding to doubts,Medium,Frustrated
Sports equipment is damaged since yesterday,Low,Frustrated
Canteen food could be better,Low,Calm
Exam hall arrangements very poor since yesterday,High,Frustrated
Urgent: water leakage in lab,Medium,Calm
Urgent: canteen prices are high and irritating,Low,Frustrated
Faculty missing classes frequently multiple times reported,High,Frustrated
WiFi is slow and affecting studies,Medium,Frustrated
IT issues disrupting submissions since yesterday,High,Frustrated
Bus timing is manageable multiple times reported,Low,Calm
Exam results are delayed please update since yesterday,Medium,Calm
Sports equipment is damaged in Block C,Low,Frustrated
Bus did not come and students are stranded since yesterday,High,Angry
Ragging happening and no action taken multiple times reported,High,Angry
WiFi is slow and affecting studies in Block C,Medium,Frustrated
Canteen prices are high and irritating,Low,Frustrated
Urgent: canteen food could be better,Low,Calm
Urgent: hostel bathroom is filthy and unacceptable,High,Angry
Ragging happening and no action taken since yesterday,High,Angry
Bus timing is manageable multiple times reported,Low,Calm
Parking space is poorly managed since yesterday,Low,Frustrated
Urgent: classroom fan makes noise,Low,Calm
Classroom fan makes noise multiple times reported,Low,Calm
Hostel water issue happening repeatedly in Block C,High,Frustrated
WiFi is slow and affecting studies multiple times reported,Medium,Frustrated
Canteen prices are high and irritating multiple times reported,Low,Frustrated
WiFi is a bit slow but okay in Block C,Low,Calm
Urgent: classroom fan makes noise,Low,Calm
Hostel water issue happening repeatedly in Block C,High,Frustrated
Urgent: exam results are delayed please update,Medium,Calm
Fees portal keeps failing,Medium,Frustrated
Bonafide certificate request pending,Medium,Calm
Urgent: wifi is a bit slow but okay,Low,Calm
Canteen food could be better,Low,Calm
WiFi is slow and affecting studies multiple times reported,Medium,Frustrated
Hostel bathroom is filthy and unacceptable multiple times reported,High,Angry
Internal marks not showing in portal multiple times reported,Medium,Calm
Urgent: hostel bathroom is filthy and unacceptable,High,Angry
Bonafide certificate request pending,Medium,Calm
Library closes slightly early in Block C,Low,Calm
Urgent: ragging happening and no action taken,High,Angry
Exam hall arrangements very poor since yesterday,High,Frustrated
Internal marks not showing in portal in Block C,Medium,Calm
Urgent: canteen food could be better,Low,Calm
Water leakage in lab,Medium,Calm
Water leakage in lab in Block C,Medium,Calm
Bus did not come and students are stranded multiple times reported,High,Angry
Parking space is poorly managed multiple times reported,Low,Frustrated
Ragging happening and no action taken in Block C,High,Angry
Projector not working in seminar hall in Block C,Medium,Calm
Ragging happening and no action taken since yesterday,High,Angry
Classroom is too warm multiple times reported,Low,Frustrated
Internal marks not showing in portal,Medium,Calm
Urgent: exam hall arrangements very poor,High,Frustrated
Urgent: exam results are delayed please update,Medium,Calm
IT issues disrupting submissions since yesterday,High,Frustrated
Urgent: fees portal keeps failing,Medium,Frustrated
Classroom is too warm in Block C,Low,Frustrated
Ragging happening and no action taken multiple times reported,High,Angry
Bus is late again and it's annoying multiple times reported,Medium,Frustrated
Urgent: fees portal keeps failing,Medium,Frustrated
Bus overcrowding causing problems since yesterday,High,Frustrated
Exam hall arrangements very poor since yesterday,High,Frustrated
Urgent: parking space is poorly managed,Low,Frustrated
Exam hall arrangements very poor in Block C,High,Frustrated
Water leakage in lab since yesterday,Medium,Calm
WiFi completely down and nobody responds multiple times reported,High,Angry
Classroom fan makes noise multiple times reported,Low,Calm
Classroom is too warm multiple times reported,Low,Frustrated
Bus timing is manageable since yesterday,Low,Calm
Faculty missing classes frequently since yesterday,High,Frustrated
Bus overcrowding causing problems multiple times reported,High,Frustrated
Sports equipment is damaged,Low,Frustrated
Canteen prices are high and irritating multiple times reported,Low,Frustrated
Bus overcrowding causing problems in Block C,High,Frustrated
Exam timetable is confusing in Block C,Medium,Frustrated
Library seating is insufficient,Low,Frustrated
Urgent: canteen food could be better,Low,Calm
Exam hall arrangements very poor multiple times reported,High,Frustrated
Exam hall arrangements very poor,High,Frustrated
Bus timing is manageable since yesterday,Low,Calm
Classroom fan makes noise,Low,Calm
Bus is late again and it's annoying since yesterday,Medium,Frustrated
Hostel bathroom is filthy and unacceptable since yesterday,High,Angry
Library closes slightly early,Low,Calm
IT issues disrupting submissions since yesterday,High,Frustrated
Urgent: bus is late again and it's annoying,Medium,Frustrated
WiFi is a bit slow but okay since yesterday,Low,Calm
Urgent: bus is late again and it's annoying,Medium,Frustrated
WiFi completely down and nobody responds since yesterday,High,Angry
Parking space is poorly managed in Block C,Low,Frustrated
Bus did not come and students are stranded since yesterday,High,Angry
